PH3-W9-002,3,9,Completion,Keyword Completion,IMPLEMENTATION Week 9,Not Started,High,5,,PH3-W9-001,SQL keywords,
PH3-W9-003,3,9,Completion,Schema Object Completion,IMPLEMENTATION Week 9,Not Started,Critical,6,,PH3-W9-001,Tables/Views/Procs,
PH3-W9-004,3,9,Completion,Table/Column Completion,IMPLEMENTATION Week 9,Not Started,Critical,6,,PH3-W9-001;PH3-W9-003,Metadata-driven,
PH3-W9-005,3,9,Completion,Fuzzy Matching,IMPLEMENTATION Week 9,Not Started,Medium,5,,PH3-W9-002;PH3-W9-003;PH3-W9-004,Fuzzy search,
PH3-W9-006,3,9,Completion,Completion Popup UI,-,Not Started,High,6,,PH3-W9-001,Icons/Navigation,
PH3-W9-007,3,9,Completion,Performance Optimization,-,Not Started,High,4,,PH3-W9-001;PH3-W9-002;PH3-W9-003;PH3-W9-004;PH3-W9-005;PH3-W9-006,<500ms target,
PH3-W10-001,3,10,History,History Storage Schema,IMPLEMENTATION Week 13,Not Started,High,3,,,Database schema,
PH3-W10-002,3,10,History,History Logger,IMPLEMENTATION Week 13,Not Started,High,5,,PH3-W10-001,Query logging,
PH3-W10-003,3,10,History,History Dialog with Search,IMPLEMENTATION Week 13,Not Started,High,6,,PH3-W10-001;PH3-W10-002,Search/Filter UI,
PH3-W10-004,3,10,History,History Editor Integration,-,Not Started,High,4,,PH3-W10-003,Insert/Recall,
PH3-W10-005,3,10,Execution,Execute Selection,MENU_SPEC §Query,Not Started,High,3,,,Selected text only,
PH3-W10-006,3,10,Execution,Script Executor,MENU_SPEC §Query,Not Started,High,6,,,Multi-statement,
PH3-W10-007,3,10,History,History Testing,-,Not Started,High,5,,PH3-W10-001;PH3-W10-002;PH3-W10-003;PH3-W10-004;PH3-W10-005;PH3-W10-006,End-to-end,
PH4-W11-001,4,11,Transaction,Transaction State Tracking,CONFORMANCE SB-TXN,Not Started,Critical,5,,,State machine,
PH4-W11-002,4,11,Transaction,Transaction Menu Integration,MENU_SPEC §Transaction,Not Started,Critical,4,,PH4-W11-001,Menu binding,
PH4-W11-003,4,11,Transaction,Auto-Commit Toggle,CONFORMANCE SB-TXN-008,Not Started,High,3,,PH4-W11-001,On/off toggle,
PH4-W11-004,4,11,Transaction,Isolation Level Selector,MENU_SPEC §Transaction,Not Started,Medium,4,,PH4-W11-001,Level selection,
PH4-W11-005,4,11,Transaction,Transaction Status Indicator,-,Not Started,Medium,4,,PH4-W11-001,Status bar widget,
PH4-W11-006,4,11,Transaction,Commit/Rollback Confirmation,-,Not Started,Medium,4,,PH4-W11-001,Confirm dialog,
PH4-W11-007,4,11,Transaction,Transaction Testing,-,Not Started,High,4,,PH4-W11-001;PH4-W11-002;PH4-W11-003;PH4-W11-004;PH4-W11-005;PH4-W11-006,Full testing,
PH4-W12-001,4,12,Explain,Query Plan Capture,CONFORMANCE SB-ADMIN-004,Not Started,High,5,,,Parse plan,
PH4-W12-002,4,12,Explain,Explain Plan Dialog,IMPLEMENTATION Week 13,Not Started,High,6,,PH4-W12-001,Dialog UI,
PH4-W12-003,4,12,Explain,Plan Visualization Tree,IMPLEMENTATION Week 13,Not Started,High,6,,PH4-W12-002,Tree display,
PH4-W12-004,4,12,Results,Record View (Single Row),IMPLEMENTATION Week 12,Not Started,Medium,5,,,Form view,
PH4-W12-005,4,12,Results,View Toggle (Grid/Record/Text),FORM_SPEC §Results,Not Started,High,4,,PH4-W12-004,Toggle UI,
PH4-W12-006,4,12,Results,Result Pagination,IMPLEMENTATION Week 11,Not Started,Medium,4,,,Page controls,
PH4-W12-007,4,12,Explain,Explain Testing,-,Not Started,High,4,,PH4-W12-001;PH4-W12-002;PH4-W12-003,Working explain,
PH4-W13-001,4,13,Monitoring,Monitor Actions,MENU_SPEC §Monitor,Not Started,Medium,4,,,Action wiring,
PH4-W13-002,4,13,Monitoring,Connections Monitor,MENU_SPEC §Monitor,Not Started,High,6,,,Connections panel,
PH4-W13-003,4,13,Monitoring,Transactions Monitor,MENU_SPEC §Monitor,Not Started,High,6,,,Transactions panel,
PH4-W13-004,4,13,Monitoring,Locks Monitor,MENU_SPEC §Monitor,Not Started,Medium,5,,,Locks panel,
PH4-W13-005,4,13,Monitoring,Performance Monitor,MENU_SPEC §Monitor,Not Started,Medium,6,,,Performance panel,
PH4-W14-001,4,14,Tools,Generate DDL Dialog,MENU_SPEC §Tools,Not Started,High,6,,,DDL generation,
PH4-W14-002,4,14,Tools,Schema Compare (Basic),MENU_SPEC §Tools,Not Started,Medium,6,,,Compare schemas,
PH4-W14-003,4,14,Execution,Query Cancellation,CONFORMANCE SB-EXEC-010,Not Started,Critical,5,,,Cancel button,
PH4-W14-004,4,14,Integration,Monitoring Integration,-,Not Started,High,6,,PH4-W13-002;PH4-W13-003;PH4-W13-004;PH4-W13-005,All panels,
PH5-W15-001,5,15,Types,Date/Time Decoder,CONFORMANCE SB-TYPE-004,Not Started,High,5,,,Temporal types,
PH5-W15-002,5,15,Types,Decimal/Money Decoder,CONFORMANCE SB-TYPE-005,Not Started,High,5,,,Exact decimal,
PH5-W15-003,5,15,Types,JSON/JSONB Decoder,CONFORMANCE SB-TYPE-006,Not Started,Medium,4,,,JSON formatting,
PH5-W15-004,5,15,Types,Array/Composite Decoder,CONFORMANCE SB-TYPE-007,Not Started,Medium,5,,,Complex types,
PH5-W15-005,5,15,Types,Grid Cell Type Renderers,-,Not Started,High,5,,PH5-W15-001;PH5-W15-002;PH5-W15-003;PH5-W15-004,Per-type renderers,
PH5-W15-006,5,15,Types,Format Preferences,-,Not Started,Medium,4,,PH5-W15-001;PH5-W15-002,Date/Decimal formats,
PH5-W15-007,5,15,Types,Type Rendering Testing,-,Not Started,High,4,,PH5-W15-001;PH5-W15-002;PH5-W15-003;PH5-W15-004;PH5-W15-005;PH5-W15-006,All types working,
PH5-W16-001,5,16,Performance,Editor Performance (10K lines),IMPLEMENTATION Phase 2,Not Started,High,5,,,Profiling,
PH5-W16-002,5,16,Performance,Grid Performance (10K rows),IMPLEMENTATION Phase 2,Not Started,High,5,,,Virtual scrolling,
PH5-W16-003,5,16,Performance,Export Performance (100K rows),IMPLEMENTATION Phase 2,Not Started,High,4,,,Streaming,
PH5-W16-004,5,16,Testing,Unit Test Coverage,-,Not Started,Critical,6,,,>75% coverage,
PH5-W16-005,5,16,Testing,Integration Tests,-,Not Started,Critical,5,,,Core paths,
PH5-W16-006,5,16,Testing,UI Automation Tests,-,Not Started,Medium,4,,,Critical paths,
PH5-W16-007,5,16,Release,Final Bug Fixes,-,Not Started,Critical,3,,,Release ready,
